ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GLUCONEO-PWY__PK__MetaCyc	gluconeogenesis I	39	22	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.11250,Tb927.11.16410,Tb927.11.5440,Tb927.11.5520,Tb927.11.6280,Tb927.2.4210,Tb927.2.5800,Tb927.5.2080,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	56.4	2.1	3.66	7.61536724318e-05	0.124435100753	0.124435100753
PWY66-399__PK__MetaCyc	gluconeogenesis III	36	20	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.11250,Tb927.11.16410,Tb927.11.5520,Tb927.2.4210,Tb927.2.5800,Tb927.5.2080,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	55.6	2.07	3.52	0.000217929171896	0.146195607014	0.356096266878
ec00970__PK__KEGG	Aminoacyl-tRNA biosynthesis	42	22	Tb927.10.1250,Tb927.10.12890,Tb927.10.1500,Tb927.10.6800,Tb927.10.9190,Tb927.11.13070,Tb927.11.14120,Tb927.11.1990,Tb927.11.3730,Tb927.11.7170,Tb927.11.9590,Tb927.11.9640,Tb927.2.5060,Tb927.4.2310,Tb927.5.2290,Tb927.6.1880,Tb927.6.2060,Tb927.6.4480,Tb927.6.700,Tb927.6.950,Tb927.7.2400,Tb927.9.5210,	52.4	1.95	3.11	0.000328603411533	0.146195607014	0.536937974445
TRNA-CHARGING-PWY__PK__MetaCyc	tRNA charging	37	20	Tb927.10.1250,Tb927.10.12890,Tb927.10.1500,Tb927.10.6800,Tb927.10.9190,Tb927.11.14120,Tb927.11.1990,Tb927.11.3730,Tb927.11.7170,Tb927.11.9640,Tb927.2.5060,Tb927.4.2310,Tb927.5.2290,Tb927.6.1880,Tb927.6.2060,Tb927.6.4480,Tb927.6.700,Tb927.6.950,Tb927.7.2400,Tb927.9.5210,	54.1	2.01	3.31	0.000357883982898	0.146195607014	0.584782428056
ec00982__PK__KEGG	Drug metabolism - cytochrome P450	25	15	Tb927.10.13630,Tb927.10.7620,Tb927.10.9190,Tb927.11.13090,Tb927.11.13190,Tb927.11.3730,Tb927.11.4700,Tb927.11.6210,Tb927.2.4930,Tb927.2.5180,Tb927.3.680,Tb927.6.3050,Tb927.6.4480,Tb927.8.6390,Tb927.9.4040,	60.0	2.23	4.2	0.000454594367563	0.14856143932	0.742807196598
ec00710__PK__KEGG	Carbon fixation in photosynthetic organisms	39	20	Tb927.1.710,Tb927.1.720,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.6440,Tb927.10.6880,Tb927.11.11250,Tb927.11.5440,Tb927.11.5520,Tb927.11.6280,Tb927.11.8970,Tb927.2.4210,Tb927.2.5800,Tb927.5.2080,Tb927.5.2690,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.6170,	51.3	1.91	2.96	0.00088343442603	0.240588642022	1.0
ec00760__PK__KEGG	Nicotinate and nicotinamide metabolism	37	19	Tb11.v5.0270,Tb927.10.11590,Tb927.10.6510,Tb927.10.7410,Tb927.10.9990,Tb927.11.14870,Tb927.11.15040,Tb927.11.7170,Tb927.3.2960,Tb927.5.2640,Tb927.5.2690,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.6.4210,Tb927.7.210,Tb927.7.7040,Tb927.8.650,Tb927.9.4040,	51.4	1.91	2.96	0.00116592913703	0.272161172844	1.0
ec00980__PK__KEGG	Metabolism of xenobiotics by cytochrome P450	13	9	Tb927.10.13630,Tb927.10.7620,Tb927.11.13090,Tb927.11.13190,Tb927.11.4700,Tb927.11.6210,Tb927.2.5180,Tb927.3.680,Tb927.6.3050,	69.2	2.57	6.23	0.00166625073124	0.282902636623	1.0
PWY-6596__PK__MetaCyc	adenosine nucleotides degradation I	11	8	Tb11.v5.0270,Tb927.10.16120,Tb927.10.9900,Tb927.11.15750,Tb927.3.2960,Tb927.5.2080,Tb927.9.7180,Tb927.9.9740,	72.7	2.7	7.38	0.0019196103566	0.282902636623	1.0
PWY-7218__PK__MetaCyc	photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	41	20	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2230,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.16480,Tb927.11.5520,Tb927.11.8970,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.2540,Tb927.8.6170,	48.8	1.81	2.67	0.00196683825744	0.282902636623	1.0
P124-PWY__PK__MetaCyc	Bifidobacterium shunt	33	17	Tb11.v5.0650,Tb11.v5.0732,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2020,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.1990,Tb927.11.8970,Tb927.3.3270,Tb927.5.3580,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.6170,	51.5	1.92	2.97	0.00203263914049	0.282902636623	1.0
URSIN-PWY__PK__MetaCyc	ureide biosynthesis	9	7	Tb927.10.16120,Tb927.5.2080,Tb927.6.1850,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	77.8	2.89	9.67	0.0020776203424	0.282902636623	1.0
GLYCOLYSIS-TCA-GLYOX-BYPASS__PK__MetaCyc	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	56	25	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.10.7410,Tb927.11.11250,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.2.5800,Tb927.3.2230,Tb927.3.3270,Tb927.5.2080,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,Tb927.8.3690,Tb927.9.11110,	44.6	1.66	2.27	0.00269191550804	0.338353072318	1.0
PWY-5464__PK__MetaCyc	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	66	28	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.12260,Tb927.10.12700,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.2890,Tb927.10.6880,Tb927.10.7410,Tb927.11.11250,Tb927.11.11680,Tb927.11.16410,Tb927.11.16730,Tb927.11.5520,Tb927.3.1790,Tb927.3.2230,Tb927.3.3270,Tb927.3.4390,Tb927.5.2080,Tb927.5.3580,Tb927.5.4330,Tb927.6.400,Tb927.6.4210,Tb927.6.4280,Tb927.6.4300,Tb927.9.11110,	42.4	1.58	2.08	0.00379719723239	0.366046202672	1.0
P185-PWY__PK__MetaCyc	formaldehyde assimilation III (dihydroxyacetone cycle)	24	13	Tb927.1.710,Tb927.1.720,Tb927.10.6440,Tb927.10.6880,Tb927.11.1990,Tb927.11.5520,Tb927.11.8970,Tb927.2.5800,Tb927.5.2690,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.6170,	54.2	2.01	3.29	0.00393075958206	0.366046202672	1.0
P4-PWY__PK__MetaCyc	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	19	11	Tb927.10.12260,Tb927.11.13730,Tb927.11.15750,Tb927.11.16930,Tb927.6.1570,Tb927.6.400,Tb927.6.4430,Tb927.7.4390,Tb927.9.12320,Tb927.9.7180,Tb927.9.9740,	57.9	2.15	3.82	0.00404093794389	0.366046202672	1.0
ARGININE-SYN4-PWY__PK__MetaCyc	L-ornithine biosynthesis II	4	4	Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.9.5900,	100.0	3.72	inf	0.00516995409736	0.366046202672	1.0
CALVIN-PWY__PK__MetaCyc	Calvin-Benson-Bassham cycle	22	12	Tb927.1.710,Tb927.1.720,Tb927.10.6440,Tb927.10.6880,Tb927.11.5520,Tb927.11.8970,Tb927.2.5800,Tb927.5.2690,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.6170,	54.5	2.03	3.33	0.00518574871041	0.366046202672	1.0
PWY-1622__PK__MetaCyc	formaldehyde assimilation I (serine pathway)	22	12	Tb11.v5.0650,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.10.2890,Tb927.10.7410,Tb927.11.11250,Tb927.11.16410,Tb927.3.2230,Tb927.5.2080,Tb927.5.3580,Tb927.8.6060,	54.5	2.03	3.33	0.00518574871041	0.366046202672	1.0
PWY-6620__PK__MetaCyc	guanine and guanosine salvage	8	6	Tb927.10.1390,Tb927.10.1400,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	75.0	2.79	8.27	0.00614676475614	0.366046202672	1.0
PWY-5695__PK__MetaCyc	inosine 5'-phosphate degradation	8	6	Tb927.10.16120,Tb927.5.2080,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	75.0	2.79	8.27	0.00614676475614	0.366046202672	1.0
PWY-724__PK__MetaCyc	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	8	6	Tb927.11.13730,Tb927.11.16930,Tb927.6.1570,Tb927.6.4430,Tb927.7.4390,Tb927.9.12320,	75.0	2.79	8.27	0.00614676475614	0.366046202672	1.0
PWY-6579__PK__MetaCyc	superpathway of guanine and guanosine salvage	8	6	Tb927.10.1390,Tb927.10.1400,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.7.7040,	75.0	2.79	8.27	0.00614676475614	0.366046202672	1.0
GLYCOCAT-PWY__PK__MetaCyc	glycogen degradation I	8	6	Tb11.v5.0732,Tb927.10.13630,Tb927.10.2020,Tb927.10.6440,Tb927.8.6170,Tb927.8.980,	75.0	2.79	8.27	0.00614676475614	0.366046202672	1.0
PHOTOALL-PWY__PK__MetaCyc	oxygenic photosynthesis	25	13	Tb927.1.710,Tb927.1.720,Tb927.10.2230,Tb927.10.6440,Tb927.10.6880,Tb927.11.5520,Tb927.11.8970,Tb927.2.5800,Tb927.5.2690,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.6170,	52.0	1.93	3.01	0.00622410817605	0.366046202672	1.0
PWY-5941__PK__MetaCyc	glycogen degradation II	6	5	Tb11.v5.0732,Tb927.10.2020,Tb927.10.6440,Tb927.8.6170,Tb927.8.980,	83.3	3.1	13.75	0.00644165701255	0.366046202672	1.0
PWY-6303__PK__MetaCyc	methyl indole-3-acetate interconversion	6	5	Tb927.10.9190,Tb927.11.3730,Tb927.2.4930,Tb927.6.4480,Tb927.8.6390,	83.3	3.1	13.75	0.00644165701255	0.366046202672	1.0
PWY18C3-24__PK__MetaCyc	methylsalicylate degradation	6	5	Tb927.10.9190,Tb927.11.3730,Tb927.2.4930,Tb927.6.4480,Tb927.8.6390,	83.3	3.1	13.75	0.00644165701255	0.366046202672	1.0
ec00030__PK__KEGG	Pentose phosphate pathway	36	17	Tb927.1.3830,Tb927.10.6440,Tb927.10.9430,Tb927.11.1990,Tb927.11.8970,Tb927.2.5800,Tb927.3.3270,Tb927.4.4740,Tb927.5.2690,Tb927.5.3170,Tb927.6.2170,Tb927.6.3050,Tb927.6.4210,Tb927.8.6170,Tb927.8.7730,Tb927.8.980,Tb927.9.12110,	47.2	1.76	2.5	0.00649653603273	0.366046202672	1.0
ec00300__PK__KEGG	Lysine biosynthesis	15	9	Tb927.10.12260,Tb927.11.13730,Tb927.11.15370,Tb927.11.15750,Tb927.11.16930,Tb927.6.1570,Tb927.6.400,Tb927.9.7180,Tb927.9.9740,	60.0	2.23	4.15	0.00682616491853	0.371798449229	1.0
ec00240__PK__KEGG	Pyrimidine metabolism	109	41	Tb11.v5.0261,Tb927.10.12260,Tb927.10.170,Tb927.10.2720,Tb927.10.6090,Tb927.10.9050,Tb927.10.9990,Tb927.11.15530,Tb927.11.16130,Tb927.11.3250,Tb927.11.6280,Tb927.11.7170,Tb927.11.7840,Tb927.11.9310,Tb927.3.2100,Tb927.3.930,Tb927.4.1720,Tb927.4.870,Tb927.5.1460,Tb927.5.3820,Tb927.5.3830,Tb927.6.1640,Tb927.6.2890,Tb927.6.2970,Tb927.6.3740,Tb927.6.3750,Tb927.6.3800,Tb927.6.400,Tb927.6.4780,Tb927.7.1510,Tb927.7.5160,Tb927.7.5480,Tb927.7.7040,Tb927.7.7500,Tb927.8.3800,Tb927.8.4430,Tb927.9.11260,Tb927.9.1960,Tb927.9.4040,Tb927.9.6060,Tb927.9.8450,	37.6	1.4	1.71	0.00720831569896	0.379947995229	1.0
GLYCOLYSIS__PK__MetaCyc	glycolysis I (from glucose 6-phosphate)	34	16	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	47.1	1.75	2.48	0.00856989269043	0.43758099524	1.0
P461-PWY__PK__MetaCyc	hexitol fermentation to lactate, formate, ethanol and acetate	37	17	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.4700,Tb927.11.5520,Tb927.11.6280,Tb927.2.5180,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	45.9	1.71	2.37	0.00910511250805	0.43758099524	1.0
P122-PWY__PK__MetaCyc	heterolactic fermentation	37	17	Tb11.v5.0650,Tb11.v5.0732,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2020,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.4700,Tb927.2.5180,Tb927.3.3270,Tb927.5.3580,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.9.12110,	45.9	1.71	2.37	0.00910511250805	0.43758099524	1.0
ec00260__PK__KEGG	Glycine, serine and threonine metabolism	43	19	Tb11.02.5400b,Tb11.v5.0649,Tb927.10.12260,Tb927.11.16730,Tb927.11.16930,Tb927.11.4700,Tb927.11.9670,Tb927.2.5180,Tb927.3.4390,Tb927.5.3580,Tb927.6.1570,Tb927.6.2790,Tb927.6.3050,Tb927.6.400,Tb927.6.4430,Tb927.7.1910,Tb927.7.4390,Tb927.8.6060,Tb927.9.12320,	44.2	1.64	2.21	0.00986344753315	0.460482093405	1.0
PWY-6901__PK__MetaCyc	superpathway of glucose and xylose degradation	32	15	Tb11.v5.0650,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.1990,Tb927.11.8970,Tb927.3.3270,Tb927.5.3580,Tb927.6.2170,Tb927.6.4280,Tb927.6.4300,Tb927.8.6170,Tb927.9.12110,	46.9	1.74	2.45	0.0113114669322	0.467868516366	1.0
P165-PWY__PK__MetaCyc	superpathway of purines degradation in plants	16	9	Tb11.v5.0270,Tb927.10.16120,Tb927.10.9900,Tb927.11.15750,Tb927.3.2960,Tb927.5.2080,Tb927.6.1850,Tb927.9.7180,Tb927.9.9740,	56.3	2.09	3.55	0.0119548925381	0.467868516366	1.0
P341-PWY__PK__MetaCyc	glycolysis V (Pyrococcus)	24	12	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.10.2890,Tb927.10.6880,Tb927.11.16410,Tb927.11.5520,Tb927.11.6280,Tb927.3.3270,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,	50.0	1.86	2.77	0.0125802926041	0.467868516366	1.0
ec00620__PK__KEGG	Pyruvate metabolism	62	25	Tb927.10.12260,Tb927.10.12700,Tb927.10.15410,Tb927.10.16120,Tb927.10.2560,Tb927.11.11250,Tb927.11.11680,Tb927.11.13730,Tb927.11.16730,Tb927.11.4700,Tb927.11.5440,Tb927.11.6280,Tb927.2.4210,Tb927.2.5180,Tb927.3.1790,Tb927.3.3270,Tb927.3.4390,Tb927.4.1350,Tb927.4.4960,Tb927.5.2080,Tb927.5.4330,Tb927.6.3050,Tb927.6.400,Tb927.6.4210,Tb927.8.2540,	40.3	1.5	1.89	0.0131320317162	0.467868516366	1.0
PWY-7345__PK__MetaCyc	superpathway of anaerobic sucrose degradation	44	19	Tb11.v5.0650,Tb927.1.3830,Tb927.1.710,Tb927.1.720,Tb927.10.2890,Tb927.10.6440,Tb927.10.6880,Tb927.11.16410,Tb927.11.4700,Tb927.11.5520,Tb927.11.6280,Tb927.2.5180,Tb927.2.5800,Tb927.3.3270,Tb927.5.2690,Tb927.5.3580,Tb927.6.4280,Tb927.6.4300,Tb927.8.980,	43.2	1.61	2.12	0.0131403978213	0.467868516366	1.0
PWY-5871__PK__MetaCyc	ubiquinol-9 biosynthesis (eukaryotic)	9	6	Tb927.11.13730,Tb927.3.4890,Tb927.3.680,Tb927.4.1900,Tb927.6.1900,Tb927.9.10580,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
DAPLYSINESYN-PWY__PK__MetaCyc	L-lysine biosynthesis I	9	6	Tb927.10.12260,Tb927.11.13730,Tb927.11.15750,Tb927.6.400,Tb927.9.7180,Tb927.9.9740,	66.7	2.48	5.5	0.0142850535836	0.467868516366	1.0
