ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
ec00521__PK__KEGG	Streptomycin biosynthesis	84	7	Tb927.10.2010,Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	8.3	4.49	6.08	0.000585678440492	0.134144416845	0.189759814719
PWY-7975__PK__MetaCyc	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II	76	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	7.9	4.26	5.5	0.00207012988958	0.134144416845	0.670722084223
PWY0-1517__PK__MetaCyc	sedoheptulose bisphosphate bypass	76	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	7.9	4.26	5.5	0.00207012988958	0.134144416845	0.670722084223
PWY-7077__PK__MetaCyc	<i>N</i>-acetyl-D-galactosamine degradation	76	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	7.9	4.26	5.5	0.00207012988958	0.134144416845	0.670722084223
PWY1QP9-2__PK__MetaCyc	fructosyllysine and glucosyllysine degradation	76	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	7.9	4.26	5.5	0.00207012988958	0.134144416845	0.670722084223
ec00520__PK__KEGG	Amino sugar and nucleotide sugar metabolism	142	8	Tb927.10.2010,Tb927.11.16770,Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	5.6	3.04	4.02	0.00306520784936	0.142058809285	0.993127343192
PWY-6369__PK__MetaCyc	inositol diphosphates biosynthesis	82	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	7.3	3.95	5.05	0.00306917180554	0.142058809285	0.994411664996
PWY-6371__PK__MetaCyc	superpathway of inositol phosphate compounds	125	7	Tb927.1.1930,Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	5.6	3.02	3.85	0.00611448278374	0.166887417218	1.0
ec00680__PK__KEGG	Methane metabolism	127	7	Tb927.3.5050,Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	5.5	2.97	3.78	0.00667819169572	0.166887417218	1.0
ec00770__PK__KEGG	Pantothenate and CoA biosynthesis	96	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	6.3	3.37	4.22	0.0067822236713	0.166887417218	1.0
PWY-7321__PK__MetaCyc	ecdysteroid metabolism (arthropods)	97	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	6.2	3.34	4.17	0.00713653153767	0.166887417218	1.0
PWY-6626__PK__MetaCyc	cytidine-5'-diphosphate-glycerol biosynthesis	100	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	6.0	3.24	4.03	0.00828126815997	0.166887417218	1.0
REDCITCYC__PK__MetaCyc	TCA cycle VIII (Helicobacter)	8	2	Tb927.11.2690,Tb927.3.4500,	25.0	13.48	18.92	0.00866886195404	0.166887417218	1.0
PWY-7548__PK__MetaCyc	methylthiolincosamide biosynthesis	101	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	5.9	3.2	3.98	0.0086910967214	0.166887417218	1.0
PWY-6682__PK__MetaCyc	dehydrophos biosynthesis	101	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	5.9	3.2	3.98	0.0086910967214	0.166887417218	1.0
ec00010__PK__KEGG	Glycolysis / Gluconeogenesis	146	7	Tb927.10.2010,Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.8	2.59	3.22	0.0141882405464	0.166887417218	1.0
ec00052__PK__KEGG	Galactose metabolism	150	7	Tb927.10.2010,Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.7	2.52	3.12	0.0163446281285	0.166887417218	1.0
PWY-7254__PK__MetaCyc	TCA cycle VII (acetate-producers)	11	2	Tb927.11.2690,Tb927.3.4500,	18.2	9.81	12.59	0.0164515962566	0.166887417218	1.0
PWY-5514__PK__MetaCyc	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	11	2	Tb927.10.2010,Tb927.11.16770,	18.2	9.81	12.59	0.0164515962566	0.166887417218	1.0
FASYN-INITIAL-PWY__PK__MetaCyc	superpathway of fatty acid biosynthesis initiation (E. coli)	1	1	Tb927.2.3910,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-4381__PK__MetaCyc	fatty acid biosynthesis initiation I	1	1	Tb927.2.3910,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-8012__PK__MetaCyc	mupirocin biosynthesis	1	1	Tb927.2.3910,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-6766__PK__MetaCyc	salicin biosynthesis	1	1	Tb927.10.7090,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5494__PK__MetaCyc	pyruvate fermentation to propanoate II (acrylate pathway)	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5965__PK__MetaCyc	fatty acid biosynthesis initiation III	1	1	Tb927.2.3910,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5966__PK__MetaCyc	fatty acid biosynthesis initiation II	1	1	Tb927.2.3910,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-1882__PK__MetaCyc	superpathway of C1 compounds oxidation to CO<sub>2</sub>	1	1	Tb927.3.5050,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5431__PK__MetaCyc	aromatic compounds degradation via &beta;-ketoadipate	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5417__PK__MetaCyc	catechol degradation III (ortho-cleavage pathway)	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-1801__PK__MetaCyc	formaldehyde oxidation II (glutathione-dependent)	1	1	Tb927.3.5050,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5183__PK__MetaCyc	superpathway of aerobic toluene degradation	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5536__PK__MetaCyc	acetate formation from acetyl-CoA (succinate)	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-2361__PK__MetaCyc	3-oxoadipate degradation	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-6185__PK__MetaCyc	4-methylcatechol degradation (<i>ortho</i> cleavage)	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-5181__PK__MetaCyc	toluene degradation III (aerobic) (via <i>p</i>-cresol)	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
PWY-6957__PK__MetaCyc	mandelate degradation to acetyl-CoA	1	1	Tb927.11.2690,	100.0	53.93	inf	0.0185430463576	0.166887417218	1.0
ec00780__PK__KEGG	Biotin metabolism	32	3	Tb927.10.6940,Tb927.10.7090,Tb927.2.3910,	9.4	5.06	6.01	0.0197696237589	0.17311778643	1.0
PWY-7389__PK__MetaCyc	superpathway of anaerobic energy metabolism (invertebrates)	33	3	Tb927.11.2690,Tb927.11.5090,Tb927.3.4500,	9.1	4.9	5.81	0.0214789102727	0.183135971799	1.0
PWY-7384__PK__MetaCyc	anaerobic energy metabolism (invertebrates, mitochondrial)	13	2	Tb927.11.2690,Tb927.3.4500,	15.4	8.3	10.29	0.0228030485862	0.189440711331	1.0
LPSSYN-PWY__PK__MetaCyc	superpathway of lipopolysaccharide biosynthesis	133	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.5	2.43	2.91	0.0310367587059	0.245266093188	1.0
LIPA-CORESYN-PWY__PK__MetaCyc	lipid A-core biosynthesis (<i>E. coli</i> K-12)	133	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.5	2.43	2.91	0.0310367587059	0.245266093188	1.0
PWY-5677__PK__MetaCyc	succinate fermentation to butanoate	2	1	Tb927.11.2690,	50.0	26.96	54.85	0.0367543085856	0.273487695654	1.0
PWY-6182__PK__MetaCyc	superpathway of salicylate degradation	2	1	Tb927.11.2690,	50.0	26.96	54.85	0.0367543085856	0.273487695654	1.0
PWY-5129__PK__MetaCyc	sphingolipid biosynthesis (plants)	139	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.3	2.33	2.77	0.0375916500754	0.273487695654	1.0
PWY-6906__PK__MetaCyc	chitin derivatives degradation	17	2	Tb11.v5.0498,Tb927.11.16770,	11.8	6.34	7.52	0.0379844021742	0.273487695654	1.0
PWY-7769__PK__MetaCyc	phosalacine biosynthesis	146	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.1	2.22	2.61	0.0463229441643	0.278502174331	1.0
PWY-6322__PK__MetaCyc	phosphinothricin tripeptide biosynthesis	146	6	Tb927.5.1650,Tb927.5.800,Tb927.6.2030,Tb927.7.6220,Tb927.8.6490,Tb927.8.870,	4.1	2.22	2.61	0.0463229441643	0.278502174331	1.0
